chrom,TSS,gene_id,Gene name,Gene description,UTR5LEN_log10zscore,CDSLEN_log10zscore,INTRONLEN_log10zscore,UTR3LEN_log10zscore,UTR5GC,CDSGC,UTR3GC,ORFEXONDENSITY
17,28335760,ENSG00000109079,TNFAIP1,TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894],0.4370380625077573,-0.462407850199138,-0.2317201074141031,0.7562516766825758,0.682,0.564,0.494,6.37
17,28335454,ENSG00000109083,IFT20,intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989],0.4462988580242758,-1.408077151315945,-0.3307449419851899,-0.2551234550834978,0.59,0.436,0.418,10.66
17,28319199,ENSG00000109084,TMEM97,transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106],0.0600750361519283,-1.255135193844563,-0.2690228029140237,0.6347501013710293,0.6829999999999999,0.4920000000000001,0.4320000000000001,5.71
17,74987631,ENSG00000109089,CDR2L,cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999],0.7083386871702132,0.0651788862252206,0.0359823984505019,0.5885616633550412,0.799,0.66,0.579,3.6
17,15262551,ENSG00000109099,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],0.1442015673432605,-1.373820748355055,0.3854545851039229,-0.4511454818725813,0.581,0.514,0.3289999999999999,4.16
17,28506347,ENSG00000109101,FOXN1,forkhead box N1 [Source:HGNC Symbol;Acc:HGNC:12765],0.2506079722084502,0.5144865514144213,0.3207070253501745,-4.315968592048518,0.586,0.628,0.547,4.13
17,28552611,ENSG00000109103,UNC119,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565],-0.1063419154747927,-0.8362962086485927,-0.450151601784639,0.04839692639318,0.802,0.609,0.5760000000000001,6.99
17,28576894,ENSG00000109107,ALDOC,"aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]",0.7965081296674319,-0.2720060681560682,-0.7555560161794678,-0.1336924685117725,0.624,0.56,0.523,7.38
17,28662204,ENSG00000109111,SUPT6H,"SPT6 homolog, histone chaperone [Source:HGNC Symbol;Acc:HGNC:11470]",0.47327709761862,1.8391996844981704,0.3875682199822786,0.3428178810955625,0.622,0.526,0.5579999999999999,7.0
17,28718166,ENSG00000109113,RAB34,"RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]",-4.437445877045682,-0.6941844938566152,-0.6366843063106012,-0.3077282034596071,0.0,0.574,0.5329999999999999,12.59
17,28951452,ENSG00000109118,PHF12,PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816],1.127797638886684,1.1071028500323936,0.4718804603532671,0.2790756330761945,0.7240000000000001,0.5539999999999999,0.3989999999999999,5.01
4,41748970,ENSG00000109132,PHOX2B,paired like homeobox 2b [Source:HGNC Symbol;Acc:HGNC:9143],0.6247119632942347,-0.4667333779376125,-0.8203976372709992,0.5882701530358484,0.4529999999999999,0.6609999999999999,0.478,3.19
4,41935136,ENSG00000109133,TMEM33,transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541],0.6332626811624317,-0.8007328630950701,0.1214004311535431,1.245462179337109,0.647,0.433,0.341,9.54
4,46993531,ENSG00000109158,GABRA4,gamma-aminobutyric acid type A receptor alpha4 subunit [Source:HGNC Symbol;Acc:HGNC:4078],1.246857330960787,0.3001759500406734,0.6461990497957982,1.4368414030387882,0.591,0.4320000000000001,0.32,5.44
4,67754387,ENSG00000109163,GNRHR,gonadotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4421],-1.045767772110695,-0.407396519949482,-0.0174477863578587,0.3851701763601816,0.48,0.445,0.345,3.06
4,48341554,ENSG00000109171,SLAIN2,SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282],0.7172986806309489,0.3658331074014393,0.7345897643574936,1.0279475450745037,0.768,0.514,0.321,4.61
4,48831087,ENSG00000109180,OCIAD1,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074],0.7158143350713102,-0.8137269015408363,0.3133716806381063,-0.1016373627316052,0.629,0.4,0.332,11.0
4,68815994,ENSG00000109181,UGT2B10,UDP glucuronosyltransferase family 2 member B10 [Source:HGNC Symbol;Acc:HGNC:12544],-0.9964685247685704,0.237206792430809,-0.0045110801993565,-0.2645766702834703,0.37,0.4029999999999999,0.325,3.8
4,48986274,ENSG00000109182,CWH43,cell wall biogenesis 43 C-terminal homolog [Source:HGNC Symbol;Acc:HGNC:26133],0.2048054842213297,0.6124323266258798,0.706006719395783,-0.5255407203707919,0.7490000000000001,0.445,0.286,7.69
4,51843152,ENSG00000109184,DCUN1D4,defective in cullin neddylation 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998],-1.8953716587404656,-0.3854577787888497,0.6804344309508507,0.906996719465477,0.857,0.436,0.3389999999999999,11.03
4,52659292,ENSG00000109189,USP46,ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075],0.211560090574733,-0.2657655087340231,0.6252367009546109,1.2682140694605093,0.7190000000000001,0.429,0.3929999999999999,8.26
4,69860144,ENSG00000109193,SULT1E1,sulfotransferase family 1E member 1 [Source:HGNC Symbol;Acc:HGNC:11377],-0.1007507556556228,-0.5624588495821322,0.1022642909439798,0.1902231455528112,0.354,0.377,0.361,8.0
4,70198114,ENSG00000109205,ODAM,"odontogenic, ameloblast asssociated [Source:HGNC Symbol;Acc:HGNC:26043]",-0.6314166494199595,-0.6389653351414165,-0.2842591983264105,-0.1109239566357249,0.2289999999999999,0.455,0.295,12.09
4,70360760,ENSG00000109208,SMR3A,submaxillary gland androgen regulated protein 3A [Source:HGNC Symbol;Acc:HGNC:19216],-0.2034464393514374,-1.6238498975958655,-0.3532969812801645,-0.5972363978278675,0.417,0.541,0.3779999999999999,5.0
4,54064596,ENSG00000109220,CHIC2,cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935],0.6743278232511304,-1.3514546099316558,0.5763404728044763,-0.2823831854999823,0.71,0.446,0.297,12.27
4,55636297,ENSG00000109255,NMU,neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859],-0.1350821279236113,-1.2864876819323112,0.4565166729427819,-0.5390851463059407,0.736,0.495,0.297,17.54
4,56272277,ENSG00000109265,KIAA1211,KIAA1211 [Source:HGNC Symbol;Acc:HGNC:29219],0.6711411217219547,1.3895704837965663,1.0129005859444498,-1.793587937684285,0.495,0.605,0.421,2.17
4,99894426,ENSG00000109270,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:HGNC Symbol;Acc:HGNC:15606]",0.2346365765871526,-1.7442909444591992,-0.0488214584343862,0.9663122013931164,0.565,0.411,0.364,16.39
4,73853295,ENSG00000109272,PF4V1,platelet factor 4 variant 1 [Source:HGNC Symbol;Acc:HGNC:8862],0.1734620493374389,-1.9738158184026915,-1.4097483986358863,-1.414441886289384,0.609,0.581,0.424,9.71
4,102501358,ENSG00000109320,NFKB1,nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794],0.7846563985574522,1.0549811713353756,0.8814738810303503,0.1401850195223219,0.779,0.489,0.3670000000000001,7.98
4,74445302,ENSG00000109321,AREG,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651],-0.6862977049510212,-0.6554622662095299,-0.177706703989192,-0.9184130653958096,0.705,0.429,0.172,6.12
4,102760948,ENSG00000109323,MANBA,mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831],-0.171432144538615,0.9247858040033312,0.9314673244763512,-0.5972363978278675,0.63,0.4529999999999999,0.4629999999999999,6.49
4,102827550,ENSG00000109332,UBE2D3,ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476],0.0894074076984439,-1.4946214301176055,0.691655839292704,-1.1248905041417403,0.599,0.411,0.31,15.91
4,86360052,ENSG00000109339,MAPK10,mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872],0.846596461627744,0.2894686505584509,1.363321610209493,0.4705235730564651,0.416,0.455,0.364,7.93
4,139177217,ENSG00000109381,ELF2,E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317],0.3440816268002024,0.3936836413619718,0.734012903182566,0.4326453805523075,0.352,0.4370000000000001,0.325,4.52
4,139295814,ENSG00000109390,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705],1.1406400587640952,-2.403892825050856,-0.120580383866209,-0.509754849483696,0.706,0.541,0.4320000000000001,13.33
4,140568960,ENSG00000109424,UCP1,uncoupling protein 1 [Source:HGNC Symbol;Acc:HGNC:12517],-0.3429138742558188,-0.5018434215307758,-0.2194691645451191,-0.0747645034414798,0.5529999999999999,0.506,0.284,6.56
4,140756373,ENSG00000109436,TBC1D9,TBC1 domain family member 9 [Source:HGNC Symbol;Acc:HGNC:21710],-0.3512032485606604,1.4208063934317845,0.943977106289284,0.4939260612299232,0.773,0.511,0.322,5.56
4,141220929,ENSG00000109445,ZNF330,zinc finger protein 330 [Source:HGNC Symbol;Acc:HGNC:15462],0.3386357257878936,-0.44951343252195,-0.049309170529172,0.1401850195223219,0.627,0.435,0.321,9.46
4,142405424,ENSG00000109452,INPP4B,inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075],0.5929117404156232,1.0105289871471093,1.7058331491337866,0.39383008701823,0.423,0.441,0.316,8.24
4,143336878,ENSG00000109458,GAB1,GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066],0.73049985219641,0.663589057855683,0.9432285898519917,1.1602007485980346,0.7070000000000001,0.45,0.331,5.09
4,165207599,ENSG00000109466,KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353],0.398542363999799,0.3975069298114261,0.874831697915995,-0.1498871365285606,0.48,0.445,0.362,8.45
4,122456725,ENSG00000109471,IL2,interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001],0.4798416822320344,-1.4491682489537607,-0.4797012828762655,-0.32357212022663,0.358,0.385,0.223,8.79
4,165379059,ENSG00000109472,CPE,carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303],0.4688616696248297,0.0931805099147329,0.8998350845954626,0.1416049856757305,0.732,0.519,0.285,6.34
4,6269851,ENSG00000109501,WFS1,wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762],0.1553371274923761,0.946862467733722,0.3312217938581312,0.1997860514772843,0.7120000000000001,0.625,0.557,2.63
4,168092536,ENSG00000109511,ANXA10,annexin A10 [Source:HGNC Symbol;Acc:HGNC:534],0.2149099257612778,-0.4367404584225373,0.8079520992155187,-0.3723653490255463,0.344,0.4479999999999999,0.305,12.5
4,7068063,ENSG00000109519,GRPEL1,"GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]",0.1404447024267904,-0.9718094144777129,-0.3000116351117517,0.6514825883773258,0.552,0.529,0.433,6.18
4,109815524,ENSG00000109534,GAR1,GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264],0.4300002999362774,-0.9760075171352928,-0.2167487218154519,-0.2823831854999823,0.583,0.505,0.353,9.3
4,189940871,ENSG00000109536,FRG1,FSHD region gene 1 [Source:HGNC Symbol;Acc:HGNC:3954],0.324807375329913,-0.7446388544615756,0.1928858816174405,-0.9938710644259136,0.626,0.3989999999999999,0.307,11.76
4,169620577,ENSG00000109572,CLCN3,chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021],0.8906938610034189,0.90654728302051,0.8194418600864558,-0.0555124248913809,0.504,0.434,0.419,5.03
4,170090239,ENSG00000109576,AADAT,aminoadipate aminotransferase [Source:HGNC Symbol;Acc:HGNC:17929],-0.0788783407323374,-0.0529941185036513,0.303971947481197,0.138761031366224,0.65,0.416,0.336,10.2
4,173168810,ENSG00000109586,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129],-0.287805593370661,0.5305026071115013,1.0057784197532784,0.7219106436741735,0.747,0.444,0.325,6.13
4,24584529,ENSG00000109606,DHX15,DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738],0.1095386797250534,0.7893581042942753,0.5792861952167615,-0.0891420844079258,0.599,0.435,0.321,5.9
4,24795585,ENSG00000109610,SOD3,superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181],0.2722968007654298,-0.8287312972162074,-0.518243202327108,0.055178195047874,0.634,0.7340000000000001,0.634,1.39
4,25160406,ENSG00000109618,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:HGNC:30605],-0.3681229925240448,0.1612095458987287,0.3976333265373416,1.0007124863599726,0.603,0.433,0.348,7.37
4,8592795,ENSG00000109625,CPZ,carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333],0.1734620493374389,0.5207762482622453,0.2557085007209104,-0.699424462149411,0.736,0.63,0.575,5.66
4,153204446,ENSG00000109654,TRIM2,tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974],-0.4408502388846608,0.7487173685497462,0.9377335847739674,1.0538982041601903,0.6459999999999999,0.517,0.3379999999999999,5.22
4,10021496,ENSG00000109667,SLC2A9,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446],-0.5572706911287197,0.2627463579311497,1.108923331289288,-0.5702332003936548,0.63,0.55,0.306,7.46
4,152352767,ENSG00000109670,FBXW7,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712],1.385083628302177,0.631200369719318,1.1428680699790985,0.5573013275148827,0.7020000000000001,0.444,0.353,5.21
4,177309873,ENSG00000109674,NEIL3,nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573],-0.0682255697408895,0.4194719377157765,0.5524181116320119,-0.0639780205412367,0.627,0.43,0.299,5.54
4,26584083,ENSG00000109680,TBC1D19,TBC1 domain family member 19 [Source:HGNC Symbol;Acc:HGNC:25624],0.4644144871116633,0.2190385470081723,1.0532910361839585,-0.1423477997974771,0.6509999999999999,0.401,0.297,13.49
4,10684764,ENSG00000109684,CLNK,cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438],0.3706141419742125,-0.0615364409312637,1.107780545136953,1.0202272800217649,0.537,0.465,0.381,14.22
4,1871392,ENSG00000109685,NSD2,nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766],0.7319494029380618,1.523461402302385,0.7499565693926252,0.9142148047448224,0.552,0.525,0.501,5.15
4,151227903,ENSG00000109686,SH3D19,SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418],0.4688616696248297,1.162083508818495,1.1231123239097245,0.6107939674162814,0.779,0.479,0.337,6.41
4,26860841,ENSG00000109689,STIM2,stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205],0.6549565270528138,0.7177186162682667,1.0288317566870473,0.2986460940213789,0.7120000000000001,0.465,0.371,5.78
4,13545032,ENSG00000109705,NKX3-2,NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951],0.977299735504415,-0.3854577787888497,-0.9321846176313427,0.3899515763180106,0.7140000000000001,0.7090000000000001,0.535,2.01
4,2934824,ENSG00000109736,MFSD10,major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894],-1.0719741539313192,0.102703728461659,-0.8776266148883671,-0.2774639810624777,0.708,0.6629999999999999,0.579,7.7
4,157076192,ENSG00000109738,GLRB,glycine receptor beta [Source:HGNC Symbol;Acc:HGNC:4329],0.4439966287707478,0.1520897752639286,0.8041534169912729,0.4694167062896791,0.759,0.422,0.273,6.07
4,15703064,ENSG00000109743,BST1,bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118],-0.6184250357997993,-0.3963827878680699,0.3012060901153641,0.2839065992924489,0.633,0.526,0.391,10.11
4,159267737,ENSG00000109756,RAPGEF2,Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854],0.7187794717198505,1.650173257190508,0.7696065498788756,0.6701598341559138,0.379,0.4539999999999999,0.396,5.37
4,3441967,ENSG00000109758,HGFAC,HGF activator [Source:HGNC Symbol;Acc:HGNC:4894],-0.9964685247685704,0.5387843242455304,-0.3750773017246935,-4.315968592048518,0.6779999999999999,0.675,0.5660000000000001,7.61
4,185204237,ENSG00000109762,SNX25,sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883],0.4970139919075894,0.8622894374593549,1.0206874520985287,-0.0289441507160295,0.4589999999999999,0.426,0.285,7.19
4,185395923,ENSG00000109771,LRP2BP,LRP2 binding protein [Source:HGNC Symbol;Acc:HGNC:25434],1.3391058083004843,-0.3373559430570712,0.2833369876575682,-0.7724720959212119,0.4370000000000001,0.445,0.35,7.74
4,185425963,ENSG00000109775,UFSP2,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640],-0.0735290161696135,0.0700481862305879,0.2428427716132141,-0.8327246184247705,0.726,0.412,0.291,8.6
4,38664198,ENSG00000109787,KLF3,Kruppel like factor 3 [Source:HGNC Symbol;Acc:HGNC:16516],0.5198733107562639,-0.3412999046789723,0.3575420915640203,0.9826767246447844,0.718,0.512,0.364,4.85
4,39044826,ENSG00000109790,KLHL5,kelch like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356],-0.3512032485606604,0.724935320702338,0.5516386572712636,0.2823014297219406,0.213,0.426,0.419,4.42
4,186144886,ENSG00000109794,FAM149A,family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527],0.9159328067069296,0.1083857253797423,0.2606494268061298,0.1198725133574641,0.0,0.575,0.376,7.67
4,17810991,ENSG00000109805,NCAPG,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304],0.1805658386973032,1.119265720193939,0.3247096480139079,0.4963825583529963,0.625,0.3939999999999999,0.354,6.94
4,39527436,ENSG00000109814,UGDH,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525],0.5929117404156232,0.1419866838523693,0.2692746618702203,0.4789295479642819,0.659,0.424,0.33,7.48
4,23890046,ENSG00000109819,PPARGC1A,PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237],-0.0577532100041349,0.7950657680389013,0.7989040443400248,0.9855956980379272,0.508,0.471,0.36,5.46
11,125904507,ENSG00000109832,DDX25,DEAD-box helicase 25 [Source:HGNC Symbol;Acc:HGNC:18698],0.1015646419168034,0.1102744464991514,0.0962908770046241,1.2107604508444867,0.755,0.462,0.44,8.35
11,111911768,ENSG00000109846,CRYAB,crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389],0.7616304640669523,-1.2629056275193409,-0.4915493140844505,-0.673656225018738,0.51,0.5489999999999999,0.342,5.75
11,20160474,ENSG00000109851,DBX1,developing brain homeobox 1 [Source:HGNC Symbol;Acc:HGNC:33185],0.4884874443639294,-0.3478987692969099,-0.6111377796508197,-1.1161621827801451,0.5670000000000001,0.667,0.4920000000000001,3.9
11,20363713,ENSG00000109854,HTATIP2,HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637],-0.403418052816811,-0.6471887169983437,0.1348433902086083,0.0371784676449886,0.696,0.521,0.385,7.3
11,88337735,ENSG00000109861,CTSC,cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528],-0.0842743441096848,0.0573514582166806,0.4768649730533521,-0.130028176179109,0.626,0.486,0.29,5.07
11,27363214,ENSG00000109881,CCDC34,coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079],1.0132345753515095,-0.2362041680420967,0.2284239604461143,-0.2807380967205646,0.545,0.456,0.283,5.39
11,114059713,ENSG00000109906,ZBTB16,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930],0.6565941817791018,0.5673784416340715,1.09835806256827,-0.7510939311186485,0.682,0.599,0.471,2.98
11,31509769,ENSG00000109911,ELP4,elongator acetyltransferase complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:1171],-1.8953716587404656,0.2500366936831414,1.2507221639980646,-0.2204484753220982,0.429,0.4539999999999999,0.39,7.53
11,116788002,ENSG00000109917,ZPR1,ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051],-0.4910708483198279,0.0385782285137292,-0.2309639891182232,1.135976227413373,0.7,0.534,0.4379999999999999,10.27
11,47642527,ENSG00000109919,MTCH2,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587],0.1134874674935572,-0.5302982237675776,0.2189526718740654,0.5236360937250276,0.7659999999999999,0.475,0.361,14.51
11,47767313,ENSG00000109920,FNBP4,formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752],-1.4718342078087765,1.1237429484542285,0.5193308849782345,0.2637420372416165,0.769,0.475,0.368,5.6
11,121101173,ENSG00000109927,TECTA,tectorin alpha [Source:HGNC Symbol;Acc:HGNC:11720],0.4462988580242758,2.144876788991479,0.7568259241755034,0.1250280973273327,0.354,0.544,0.424,3.57
11,121292771,ENSG00000109929,SC5D,sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547],0.6467025595647504,-0.534846168943772,0.0112113852752336,0.3981047380788617,0.618,0.386,0.314,4.48
11,122864620,ENSG00000109943,CRTAM,cytotoxic and regulatory T-cell molecule [Source:HGNC Symbol;Acc:HGNC:24313],-0.6446870742063546,-0.1696348726420223,0.3568866089106171,0.4222055790558469,0.489,0.4479999999999999,0.423,8.55
11,122882528,ENSG00000109944,C11orf63,chromosome 11 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:26288],0.8678771032508107,0.7633721184730189,0.7098356077554483,-0.3344191145085509,0.391,0.45,0.34,3.44
11,134412241,ENSG00000109956,B3GAT1,"beta-1,3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]",2.1940095358108973,-0.3840983199935838,-0.4121717320113306,-0.5336235099465655,0.705,0.655,0.56,4.01
11,123062135,ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241],0.4599350900293854,0.5102771559272808,-0.7163005392100665,-0.3945248875778473,0.628,0.4639999999999999,0.335,4.15
11,57338352,ENSG00000109991,P2RX3,purinergic receptor P2X 3 [Source:HGNC Symbol;Acc:HGNC:8534],-0.8495431534560208,-0.1580838618327057,0.337880778265859,0.0593705032172804,0.618,0.546,0.547,10.18
11,124115449,ENSG00000110002,VWA5A,von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658],0.3960549187180311,0.7720895549454059,0.3054148331228785,0.6029257820506565,0.5379999999999999,0.503,0.401,7.26
11,64230552,ENSG00000110011,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4 [Source:HGNC Symbol;Acc:HGNC:5271],-0.1904411637219529,-0.7860333995259118,-0.695828993000112,-0.5850555795076766,0.68,0.603,0.696,6.74
11,124673738,ENSG00000110013,SIAE,sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187],0.1698793158900521,0.2207793802882051,0.4006201158834151,0.9904669798643656,0.642,0.506,0.375,6.41
11,65027408,ENSG00000110025,SNX15,sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978],-0.0078972074202171,-0.3571914562655316,-0.0740103448943731,0.1889342365468706,0.731,0.631,0.482,7.86
11,58575855,ENSG00000110031,LPXN,leupaxin [Source:HGNC Symbol;Acc:HGNC:14061],-0.0577532100041349,-0.1754474821767791,0.5417575094321478,0.0423873418962138,0.525,0.514,0.3670000000000001,7.73
11,59172161,ENSG00000110042,DTX4,deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151],-0.1469629556891256,0.4513996287998144,0.3405912059734228,0.9690540951432998,0.856,0.601,0.49,4.87
11,64917208,ENSG00000110046,ATG2A,autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028],-0.0952096965083121,1.996176170806016,0.0828899129098052,-0.1144511367895877,0.779,0.637,0.637,7.1
11,64878620,ENSG00000110047,EHD1,EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242],-0.287805593370661,0.2878138446907685,0.235493879761324,0.5523147272626999,0.639,0.621,0.6,3.66
11,59615770,ENSG00000110048,OSBP,oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503],0.8029955796769941,0.8097942430651052,0.4177639164030554,0.7057841948858857,0.637,0.523,0.425,5.82
11,68004055,ENSG00000110057,UNC93B1,unc-93 homolog B1 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:13481],-0.310824804389108,0.4005578190809485,-0.0936661128394558,-0.0970576117952976,0.787,0.6459999999999999,0.665,6.18
11,125903205,ENSG00000110060,PUS3,pseudouridylate synthase 3 [Source:HGNC Symbol;Acc:HGNC:25461],-0.1904411637219529,0.1131026054149179,-0.2204676301413985,-0.2940520474563218,0.478,0.4429999999999999,0.3329999999999999,2.08
11,126304061,ENSG00000110063,DCPS,"decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]",0.56888326975367,-0.3746200746807754,0.4592230633043901,-0.6919263562347142,0.726,0.5770000000000001,0.397,5.97
11,68213643,ENSG00000110066,KMT5B,lysine methyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:24283],0.6125387736704604,0.9376647656054328,0.5686313331577556,0.8363639277819728,0.667,0.426,0.356,3.78
11,126269156,ENSG00000110074,FOXRED1,FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927],-0.3596052536759553,0.1196787972031321,-0.2686090804240399,-0.1050997640370156,0.635,0.565,0.5660000000000001,7.6
11,68460751,ENSG00000110075,PPP6R3,protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173],0.2991092982218342,0.9216765688011164,1.00189867489285,0.7137985082907156,0.465,0.442,0.391,8.8
11,64643544,ENSG00000110076,NRXN2,neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009],0.7779726103667391,1.8317946842449533,0.8758720897619875,0.3239375489443711,0.835,0.644,0.586,4.3
11,60183082,ENSG00000110077,MS4A6A,membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375],0.3106627041293787,-0.6488393939068398,-0.0666408670664329,-0.7947998630282316,0.385,0.4379999999999999,0.261,8.53
11,60280665,ENSG00000110079,MS4A4A,membrane spanning 4-domains A4A [Source:HGNC Symbol;Acc:HGNC:13371],-0.2372090852036302,-0.8458120769103724,0.2871869456576682,0.1978879671093861,0.489,0.461,0.345,9.86
11,126355685,ENSG00000110080,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]",-0.0078972074202171,-0.3719241271065844,-0.1440275171098807,0.0517989944080386,0.542,0.5539999999999999,0.588,9.93
11,68841863,ENSG00000110090,CPT1A,carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328],0.0975387288475811,0.7487173685497462,0.7512542023022307,0.8237456798891689,0.7609999999999999,0.5329999999999999,0.473,7.82
11,69641155,ENSG00000110092,CCND1,cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582],0.3386357257878936,-0.5547320967955003,-0.1621920081987479,0.8977865065067615,0.6559999999999999,0.611,0.462,5.68
11,60842112,ENSG00000110104,CCDC86,coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359],-0.5572706911287197,-0.2820510801414007,-0.2633844803621835,0.1732039370567167,0.685,0.629,0.552,3.72
